class,length,weight,w_l_ratio
4,9.22,4.56,0.49
4,11.5,4.64,0.4
4,9.2,4.59,0.5
4,10.86,4.61,0.42
4,9.37,4.56,0.49
4,11.74,4.68,0.4
4,10.19,4.6,0.45
4,9.48,4.58,0.48
4,9.41,4.56,0.48
4,7.41,4.53,0.61
4,10.49,4.6,0.44
4,9.32,4.51,0.48
4,8.79,4.57,0.52
4,8.43,4.6,0.55
4,9.5,4.63,0.49
4,10.36,4.6,0.44
4,9.67,4.58,0.47
4,10.64,4.62,0.43
4,8.37,4.53,0.54
4,12.13,4.63,0.38
4,9.9,4.62,0.47
4,10.25,4.56,0.44
4,9.66,4.61,0.48
4,10.72,4.59,0.43
4,8.64,4.59,0.53
4,9.66,4.57,0.47
4,10.29,4.61,0.45
4,10.1,4.62,0.46
4,8.89,4.55,0.51
4,8.98,4.56,0.51
4,8.57,4.54,0.53
4,8.18,4.54,0.56
4,8.74,4.53,0.52
4,9.67,4.59,0.47
4,10.31,4.54,0.44
4,10.36,4.59,0.44
4,11.51,4.56,0.4
4,9.41,4.62,0.49
4,10.53,4.62,0.44
4,11.18,4.62,0.41
4,12.33,4.67,0.38
4,11.71,4.61,0.39
4,8.03,4.56,0.57
4,8.72,4.62,0.53
4,11.49,4.63,0.4
4,10.75,4.61,0.43
4,8.38,4.54,0.54
4,9.8,4.58,0.47
4,8.83,4.55,0.52
4,10.01,4.61,0.46
4,8.61,4.53,0.53
4,11.1,4.59,0.41
4,7.43,4.55,0.61
4,11.9,4.63,0.39
4,8.87,4.58,0.52
4,11.44,4.63,0.4
4,10.41,4.6,0.44
4,9.18,4.61,0.5
4,9.98,4.6,0.46
4,11.31,4.59,0.41
4,9.71,4.6,0.47
4,9.44,4.61,0.49
4,10.76,4.59,0.43
4,11.15,4.61,0.41
4,12.29,4.66,0.38
4,7.96,4.58,0.58
4,12.31,4.62,0.38
4,8.12,4.57,0.56
4,10.84,4.64,0.43
4,10.31,4.59,0.45
4,9.42,4.59,0.49
4,8.63,4.6,0.53
4,8.32,4.55,0.55
4,10.8,4.6,0.43
4,9.52,4.61,0.48
4,7.55,4.55,0.6
4,12.36,4.64,0.38
4,8.51,4.57,0.54
4,9.04,4.55,0.5
4,8.62,4.63,0.54
4,12.84,4.66,0.36
4,9.22,4.54,0.49
4,8.0,4.56,0.57
4,9.05,4.55,0.5
4,8.94,4.61,0.52
4,9.34,4.55,0.49
4,8.96,4.6,0.51
4,8.14,4.58,0.56
4,9.22,4.62,0.5
4,10.69,4.62,0.43
4,11.93,4.62,0.39
4,8.97,4.54,0.51
4,8.31,4.59,0.55
4,10.82,4.61,0.43
4,9.51,4.62,0.49
4,10.45,4.6,0.44
4,9.9,4.57,0.46
4,12.41,4.58,0.37
4,9.12,4.57,0.5
4,7.92,4.56,0.58
4,10.05,4.58,0.46
4,11.93,4.61,0.39
4,10.6,4.64,0.44
4,9.17,4.57,0.5
4,10.54,4.63,0.44
4,7.85,4.56,0.58
4,10.51,4.58,0.44
4,9.34,4.59,0.49
4,12.11,4.61,0.38
4,10.92,4.59,0.42
4,8.43,4.56,0.54
4,10.08,4.63,0.46
4,11.4,4.61,0.4
4,9.34,4.56,0.49
4,9.37,4.63,0.49
4,9.65,4.59,0.48
4,8.12,4.57,0.56
4,9.94,4.6,0.46
4,11.14,4.61,0.41
4,11.55,4.61,0.4
4,8.39,4.57,0.54
4,12.01,4.6,0.38
4,9.45,4.62,0.49
4,10.53,4.61,0.44
4,9.03,4.57,0.51
4,7.72,4.54,0.59
4,10.25,4.59,0.45
4,9.03,4.56,0.51
4,9.2,4.61,0.5
4,9.0,4.56,0.51
4,9.98,4.6,0.46
4,12.18,4.64,0.38
4,9.39,4.59,0.49
4,7.91,4.51,0.57
4,12.19,4.58,0.38
4,10.44,4.61,0.44
4,8.72,4.55,0.52
4,10.14,4.63,0.46
4,8.8,4.57,0.52
4,10.79,4.55,0.42
4,11.82,4.62,0.39
4,10.4,4.58,0.44
4,8.63,4.57,0.53
4,10.84,4.59,0.42
4,9.75,4.58,0.47
4,8.48,4.56,0.54
4,10.93,4.65,0.43
4,10.02,4.58,0.46
4,8.7,4.56,0.52
4,10.83,4.62,0.43
4,9.39,4.55,0.48
4,9.98,4.6,0.46
4,8.95,4.6,0.51
4,11.94,4.64,0.39
4,9.21,4.55,0.49
4,10.77,4.59,0.43
4,9.9,4.58,0.46
4,10.51,4.63,0.44
4,7.77,4.54,0.58
4,8.49,4.56,0.54
4,8.44,4.56,0.54
4,8.94,4.54,0.51
4,8.49,4.58,0.54
4,8.91,4.56,0.51
4,8.53,4.57,0.54
4,9.63,4.61,0.48
4,8.69,4.58,0.53
4,7.7,4.48,0.58
4,8.62,4.6,0.53
4,9.91,4.6,0.46
4,11.05,4.58,0.41
4,8.09,4.51,0.56
4,8.89,4.55,0.51
4,9.08,4.59,0.5
4,8.96,4.58,0.51
4,8.38,4.55,0.54
4,9.68,4.58,0.47
4,9.89,4.56,0.46
4,10.33,4.65,0.45
4,7.7,4.56,0.59
4,10.64,4.56,0.43
4,9.64,4.57,0.47
4,8.81,4.56,0.52
4,12.42,4.63,0.37
4,12.32,4.59,0.37
4,12.2,4.61,0.38
4,8.65,4.55,0.53
4,7.85,4.55,0.58
4,9.31,4.55,0.49
4,9.69,4.58,0.47
4,9.08,4.61,0.51
4,8.03,4.52,0.56
4,11.63,4.59,0.39
4,11.54,4.65,0.4
4,7.87,4.53,0.58
4,10.18,4.59,0.45
4,8.56,4.58,0.53
4,9.42,4.61,0.49
4,8.53,4.6,0.54
4,8.72,4.56,0.52
4,8.54,4.6,0.54
4,10.75,4.63,0.43
4,9.02,4.57,0.51
4,10.65,4.59,0.43
4,11.83,4.64,0.39
4,9.76,4.57,0.47
4,8.8,4.57,0.52
4,8.14,4.52,0.56
4,8.8,4.58,0.52
4,11.39,4.62,0.41
4,7.66,4.56,0.6
4,10.17,4.6,0.45
4,8.73,4.56,0.52
4,8.58,4.58,0.53
4,9.22,4.6,0.5
4,9.58,4.58,0.48
4,10.61,4.59,0.43
4,7.91,4.56,0.58
4,9.68,4.57,0.47
4,7.79,4.58,0.59
4,9.55,4.55,0.48
4,8.28,4.56,0.55
4,7.9,4.56,0.58
4,9.8,4.62,0.47
4,10.67,4.59,0.43
4,8.35,4.6,0.55
4,11.03,4.63,0.42
4,8.99,4.58,0.51
4,8.05,4.52,0.56
4,10.39,4.58,0.44
4,9.8,4.58,0.47
4,12.62,4.6,0.36
4,8.91,4.59,0.52
4,8.53,4.57,0.54
4,9.38,4.58,0.49
4,7.89,4.58,0.58
4,9.49,4.58,0.48
4,7.8,4.53,0.58
4,9.79,4.66,0.48
4,9.35,4.56,0.49
4,10.52,4.61,0.44
4,8.4,4.58,0.55
4,11.49,4.58,0.4
4,10.35,4.59,0.44
4,9.06,4.58,0.51
4,9.18,4.55,0.5
4,8.54,4.58,0.54
4,9.62,4.55,0.47
4,9.77,4.57,0.47
4,11.51,4.6,0.4
4,10.71,4.6,0.43
4,11.6,4.62,0.4
4,11.19,4.62,0.41
4,10.1,4.57,0.45
4,7.77,4.55,0.59
4,9.73,4.61,0.47
4,8.9,4.58,0.51
4,8.88,4.59,0.52
4,12.79,4.6,0.36
4,11.35,4.68,0.41
4,7.66,4.56,0.59
4,11.67,4.64,0.4
4,9.28,4.57,0.49
4,8.09,4.58,0.57
4,11.62,4.61,0.4
4,8.45,4.6,0.54
4,7.93,4.56,0.58
4,9.51,4.57,0.48
4,8.16,4.56,0.56
4,10.52,4.62,0.44
4,7.29,4.61,0.63
4,10.38,4.6,0.44
4,7.74,4.53,0.58
4,10.25,4.6,0.45
5,10.38,4.0,0.39
5,13.53,4.1,0.3
5,14.43,4.15,0.29
5,13.44,4.09,0.3
5,14.51,4.01,0.28
5,13.86,3.95,0.28
5,11.78,4.0,0.34
5,11.21,3.99,0.36
5,15.8,4.06,0.26
5,12.63,4.09,0.32
5,11.5,3.86,0.34
5,15.77,3.99,0.25
5,12.55,3.98,0.32
5,10.11,3.93,0.39
5,13.1,4.06,0.31
5,12.64,3.86,0.31
5,12.2,4.0,0.33
5,10.84,3.97,0.37
5,10.67,3.83,0.36
5,11.4,4.02,0.35
5,10.05,3.88,0.39
5,10.81,4.29,0.4
5,15.56,4.02,0.26
5,13.81,4.16,0.3
5,15.27,4.09,0.27
5,15.6,4.11,0.26
5,11.02,3.85,0.35
5,14.18,3.84,0.27
5,15.91,3.71,0.23
5,13.01,4.12,0.32
5,14.1,4.0,0.28
5,13.28,4.09,0.31
5,13.59,4.04,0.3
5,13.63,4.06,0.3
5,15.5,3.94,0.25
5,10.62,4.09,0.39
5,11.51,4.16,0.36
5,11.36,4.0,0.35
5,11.15,3.95,0.35
5,12.52,3.78,0.3
5,12.37,3.95,0.32
5,16.33,4.0,0.25
5,12.47,3.96,0.32
5,12.77,4.14,0.32
5,11.6,3.81,0.33
5,13.62,4.14,0.3
5,14.66,3.92,0.27
5,12.59,3.84,0.3
5,14.28,3.95,0.28
5,12.82,4.13,0.32
5,15.35,3.94,0.26
5,13.55,3.8,0.28
5,11.99,3.78,0.32
5,13.16,3.86,0.29
5,14.66,4.17,0.28
5,11.69,4.1,0.35
5,13.72,3.98,0.29
5,14.31,4.04,0.28
5,12.17,4.02,0.33
5,10.68,3.94,0.37
5,10.92,3.75,0.34
5,15.99,4.12,0.26
5,14.41,4.05,0.28
5,12.26,3.81,0.31
5,14.65,4.07,0.28
5,13.23,4.05,0.31
5,13.38,3.97,0.3
5,10.9,3.96,0.36
5,13.54,3.87,0.29
5,12.63,3.9,0.31
5,14.07,3.92,0.28
5,13.72,3.97,0.29
5,11.98,3.93,0.33
5,13.05,3.94,0.3
5,14.12,4.14,0.29
5,11.41,3.99,0.35
5,15.85,3.89,0.25
5,11.9,3.86,0.32
5,15.56,3.8,0.24
5,16.3,4.09,0.25
5,15.56,3.89,0.25
5,12.63,4.13,0.33
5,13.49,4.01,0.3
5,10.37,4.0,0.39
5,13.17,4.02,0.31
5,12.75,3.88,0.3
5,12.75,4.1,0.32
5,15.86,3.87,0.24
5,13.63,3.96,0.29
5,11.42,4.02,0.35
5,14.72,3.92,0.27
5,14.81,4.18,0.28
5,9.78,3.93,0.4
5,13.1,3.89,0.3
5,15.81,4.26,0.27
5,11.45,4.24,0.37
5,9.47,4.02,0.42
5,13.1,4.02,0.31
5,12.36,3.94,0.32
5,13.55,3.86,0.29
5,14.87,4.14,0.28
5,12.05,3.93,0.33
5,14.75,4.0,0.27
5,12.56,4.07,0.32
5,11.27,3.86,0.34
5,14.93,3.9,0.26
5,14.92,4.02,0.27
5,12.21,3.87,0.32
5,12.42,4.15,0.33
5,12.34,3.98,0.32
5,10.09,4.16,0.41
5,11.42,3.73,0.33
5,13.25,4.01,0.3
5,15.13,4.17,0.28
5,13.45,3.81,0.28
5,16.72,4.0,0.24
5,13.59,3.96,0.29
5,13.89,3.97,0.29
5,12.0,3.99,0.33
5,10.39,4.04,0.39
5,10.28,3.96,0.39
5,12.42,3.93,0.32
5,11.53,4.12,0.36
5,11.26,3.76,0.33
5,12.94,3.88,0.3
5,11.92,4.08,0.34
5,14.24,3.87,0.27
5,13.62,4.03,0.3
5,12.06,3.84,0.32
5,12.08,3.96,0.33
5,16.22,3.97,0.24
5,10.9,4.2,0.39
5,15.74,4.13,0.26
5,15.71,3.73,0.24
5,12.79,3.75,0.29
5,11.01,4.06,0.37
5,11.66,3.79,0.33
5,10.42,3.95,0.38
5,12.04,4.06,0.34
5,15.16,3.86,0.25
5,12.35,3.83,0.31
5,12.52,3.99,0.32
5,13.46,3.86,0.29
5,10.55,3.9,0.37
5,11.44,4.02,0.35
5,13.77,3.88,0.28
5,9.41,3.81,0.4
5,14.35,4.1,0.29
5,14.2,3.86,0.27
5,12.98,4.17,0.32
5,13.12,3.9,0.3
5,13.78,3.78,0.27
5,11.77,3.96,0.34
5,16.48,4.15,0.25
5,14.78,3.86,0.26
5,12.66,4.12,0.33
5,15.43,3.99,0.26
5,13.44,4.04,0.3
5,14.43,4.02,0.28
5,13.19,4.05,0.31
5,11.6,3.89,0.33
5,15.16,4.09,0.27
5,11.9,3.77,0.32
5,15.13,4.25,0.28
5,10.19,3.91,0.38
5,10.16,4.2,0.41
5,12.1,3.74,0.31
5,11.22,3.87,0.34
5,14.72,3.85,0.26
5,16.17,3.97,0.25
5,14.93,3.91,0.26
5,10.73,4.14,0.39
5,13.05,3.98,0.31
5,10.88,3.81,0.35
5,12.12,3.77,0.31
5,13.26,4.04,0.3
5,13.58,4.22,0.31
5,13.01,3.98,0.31
5,12.13,3.92,0.32
5,12.5,3.91,0.31
5,12.13,4.03,0.33
5,11.4,3.94,0.35
5,14.11,4.11,0.29
5,12.02,4.04,0.34
5,12.35,3.84,0.31
5,11.7,3.79,0.32
5,11.25,4.23,0.38
5,10.88,4.1,0.38
5,11.8,3.9,0.33
5,11.65,4.19,0.36
5,12.67,3.97,0.31
5,14.02,3.95,0.28
5,14.75,4.22,0.29
5,13.89,4.12,0.3
5,15.15,3.99,0.26
5,12.43,3.9,0.31
5,12.14,3.99,0.33
5,13.24,4.15,0.31
5,14.42,3.99,0.28
5,11.87,4.13,0.35
5,13.65,3.9,0.29
5,11.7,4.19,0.36
5,10.32,3.96,0.38
5,11.51,4.13,0.36
5,13.04,4.1,0.31
5,10.5,3.85,0.37
5,13.48,4.2,0.31
5,15.08,3.98,0.26
5,10.35,4.18,0.4
5,13.57,4.2,0.31
5,13.14,3.88,0.29
5,15.15,4.07,0.27
5,12.45,3.9,0.31
5,12.63,4.1,0.32
5,14.62,4.0,0.27
5,14.78,4.0,0.27
5,11.34,4.05,0.36
5,13.45,3.97,0.3
5,11.75,3.75,0.32
5,12.01,3.98,0.33
5,10.43,4.02,0.39
5,15.51,3.84,0.25
5,14.75,3.9,0.26
5,13.48,3.89,0.29
5,10.14,4.02,0.4
5,12.42,4.16,0.33
5,11.21,4.25,0.38
5,13.23,4.06,0.31
5,14.42,4.03,0.28
5,14.35,4.02,0.28
5,11.11,4.14,0.37
5,12.42,3.94,0.32
5,14.03,4.05,0.29
5,12.48,4.04,0.32
5,11.19,4.25,0.38
5,14.77,4.19,0.28
5,14.75,4.28,0.29
5,11.32,3.81,0.34
5,11.07,4.21,0.38
5,11.98,3.87,0.32
5,14.93,3.92,0.26
5,12.06,4.06,0.34
5,14.06,3.88,0.28
5,11.6,4.2,0.36
5,14.32,4.04,0.28
5,10.25,4.17,0.41
5,13.96,3.89,0.28
5,9.49,4.03,0.42
5,10.64,4.08,0.38
5,13.19,3.88,0.29
5,10.68,3.98,0.37
5,10.5,3.95,0.38
5,13.58,4.02,0.3
5,12.11,4.06,0.34
5,12.46,3.87,0.31
5,12.58,3.91,0.31
5,13.71,4.03,0.29
5,16.61,4.0,0.24
5,11.26,3.81,0.34
5,12.85,4.0,0.31
5,13.96,3.94,0.28
5,15.01,3.98,0.27
5,9.59,4.19,0.44
5,12.58,4.07,0.32
5,11.78,3.97,0.34
5,13.27,3.69,0.28
5,13.19,3.94,0.3
5,14.26,4.11,0.29
5,16.03,4.09,0.26
5,11.92,4.34,0.36
5,16.22,4.06,0.25
5,13.01,4.15,0.32
5,15.48,4.12,0.27
5,14.56,3.98,0.27
5,12.51,3.9,0.31
5,11.03,3.92,0.36
5,14.94,3.84,0.26
5,9.59,4.14,0.43
5,14.45,3.97,0.27
5,11.3,3.95,0.35
5,15.55,4.03,0.26
5,14.18,3.81,0.27
5,11.68,4.07,0.35
5,11.58,3.89,0.34
5,13.42,4.08,0.3
5,14.97,4.03,0.27
5,15.07,3.92,0.26
5,14.0,4.12,0.29
5,12.35,3.88,0.31
5,11.67,3.87,0.33
5,13.26,4.07,0.31
5,13.28,4.0,0.3
5,12.83,4.19,0.33
5,12.11,4.0,0.33
5,13.54,3.84,0.28
5,14.68,4.0,0.27
5,14.14,4.04,0.29
5,10.2,3.75,0.37
5,15.64,3.98,0.25
5,11.07,3.93,0.36
5,13.14,4.22,0.32
5,12.79,4.0,0.31
5,11.37,4.07,0.36
5,10.21,4.0,0.39
5,15.54,4.08,0.26
5,14.21,3.82,0.27
5,11.85,3.94,0.33
5,15.03,4.12,0.27
5,15.72,3.94,0.25
5,15.84,3.92,0.25
5,11.72,3.97,0.34
5,15.49,3.95,0.25
5,11.68,3.96,0.34
5,12.96,4.03,0.31
5,14.27,4.03,0.28
5,12.89,3.9,0.3
5,12.9,4.11,0.32
5,12.36,3.84,0.31
5,12.44,3.91,0.31
5,15.32,4.03,0.26
5,13.94,4.04,0.29
5,13.21,3.97,0.3
5,13.39,4.11,0.31
5,11.97,4.08,0.34
5,14.54,3.96,0.27
5,13.37,4.04,0.3
5,14.99,4.09,0.27
5,12.95,4.04,0.31
5,12.9,3.94,0.31
5,14.66,4.0,0.27
5,13.19,3.94,0.3
5,14.09,3.84,0.27
5,13.31,3.88,0.29
5,13.74,3.86,0.28
5,15.9,4.13,0.26
5,9.62,3.84,0.4
5,12.78,4.21,0.33
5,13.78,4.08,0.3
5,14.46,3.83,0.26
5,9.38,4.05,0.43
5,15.74,3.81,0.24
5,11.94,3.87,0.32
5,12.4,4.09,0.33
5,13.36,3.76,0.28
5,10.67,4.02,0.38
5,11.27,3.99,0.35
5,11.64,4.01,0.34
5,12.58,3.88,0.31
5,13.64,3.87,0.28
5,15.42,3.95,0.26
5,15.79,4.1,0.26
5,11.55,3.96,0.34
5,14.15,3.94,0.28
5,12.2,3.89,0.32
5,11.09,4.11,0.37
5,14.29,3.93,0.27
5,11.18,4.01,0.36
5,13.07,3.77,0.29
5,13.13,4.09,0.31
5,14.62,4.01,0.27
5,11.12,3.99,0.36
5,13.69,4.29,0.31
5,10.99,3.94,0.36
5,13.18,3.75,0.28
5,12.49,4.07,0.33
5,10.91,3.9,0.36
5,15.37,3.85,0.25
5,11.63,3.92,0.34
5,13.22,3.89,0.29
5,14.44,4.17,0.29
5,15.37,4.08,0.27
5,16.52,3.96,0.24
5,11.52,3.77,0.33
5,13.1,3.98,0.3
5,11.81,3.91,0.33
5,13.21,4.11,0.31
5,14.85,4.19,0.28
5,16.57,3.99,0.24
5,12.35,4.02,0.33
5,14.13,4.01,0.28
5,11.52,4.04,0.35
5,15.37,4.16,0.27
5,12.91,3.94,0.31
5,13.41,3.86,0.29
5,11.05,3.92,0.35
5,14.48,4.06,0.28
5,11.41,4.02,0.35
5,10.72,3.97,0.37
5,12.21,4.1,0.34
5,13.09,4.01,0.31
5,12.78,3.98,0.31
5,12.53,4.0,0.32
5,15.44,4.1,0.27
5,12.03,4.16,0.35
5,12.5,3.91,0.31
5,12.74,4.22,0.33
5,13.3,3.93,0.3
5,13.12,4.06,0.31
5,14.69,4.13,0.28
5,12.63,3.77,0.3
5,13.21,4.05,0.31
5,10.19,4.03,0.4
5,12.11,4.02,0.33
5,12.44,3.85,0.31
5,14.33,4.06,0.28
5,12.29,3.87,0.31
5,11.28,4.12,0.37
5,10.32,4.12,0.4
5,12.93,4.03,0.31
5,9.41,3.93,0.42
5,10.99,3.88,0.35
5,11.28,3.74,0.33
5,11.57,4.01,0.35
5,10.09,3.92,0.39
5,15.61,4.01,0.26
5,11.28,4.12,0.36
5,11.38,3.9,0.34
5,11.28,3.97,0.35
5,11.11,3.85,0.35
5,10.37,4.0,0.39
5,9.72,4.06,0.42
5,13.79,3.94,0.29
5,10.21,3.91,0.38
5,15.14,3.95,0.26
5,12.39,4.11,0.33
5,11.23,3.89,0.35
5,12.95,4.02,0.31
5,12.15,3.88,0.32
5,13.63,3.7,0.27
5,16.22,4.09,0.25
5,13.59,4.14,0.3
5,14.24,4.11,0.29
5,13.19,3.88,0.29
5,13.87,3.93,0.28
5,11.14,3.9,0.35
5,10.98,4.09,0.37
5,16.44,3.95,0.24
5,13.82,3.93,0.28
5,11.33,4.09,0.36
5,12.93,4.02,0.31
5,11.89,3.94,0.33
5,14.22,4.07,0.29
5,11.96,3.96,0.33
5,13.81,3.96,0.29
5,14.84,3.98,0.27
5,12.89,3.89,0.3
5,12.43,3.93,0.32
5,14.6,4.29,0.29
5,12.16,3.8,0.31
5,13.23,3.88,0.29
5,11.81,3.9,0.33
5,12.67,4.04,0.32
5,13.44,4.02,0.3
5,11.61,4.02,0.35
5,12.96,4.08,0.31
5,9.75,4.04,0.41
5,11.49,3.96,0.34
5,15.06,3.95,0.26
6,9.85,2.63,0.27
6,14.51,2.62,0.18
6,12.75,2.65,0.21
6,14.09,2.61,0.19
6,14.7,2.73,0.19
6,14.28,2.68,0.19
6,14.01,2.59,0.19
6,11.45,2.66,0.23
6,14.32,2.69,0.19
6,12.71,2.6,0.2
6,13.32,2.6,0.2
6,12.53,2.69,0.21
6,14.06,2.59,0.18
6,12.7,2.65,0.21
6,10.75,2.65,0.25
6,14.02,2.64,0.19
6,13.17,2.62,0.2
6,13.92,2.63,0.19
6,14.14,2.58,0.18
6,14.38,2.7,0.19
6,11.55,2.63,0.23
6,11.64,2.49,0.21
6,13.25,2.66,0.2
6,11.3,2.67,0.24
6,13.34,2.62,0.2
6,12.39,2.56,0.21
6,14.03,2.68,0.19
6,12.48,2.7,0.22
6,11.22,2.62,0.23
6,13.67,2.61,0.19
6,13.41,2.64,0.2
6,11.87,2.57,0.22
6,13.83,2.63,0.19
6,14.25,2.63,0.18
6,13.23,2.75,0.21
6,14.43,2.61,0.18
6,12.68,2.55,0.2
6,14.6,2.75,0.19
6,12.76,2.59,0.2
6,13.9,2.64,0.19
6,10.73,2.59,0.24
6,15.24,2.73,0.18
6,11.18,2.69,0.24
6,11.95,2.61,0.22
6,13.25,2.67,0.2
6,14.22,2.59,0.18
6,10.06,2.54,0.25
6,11.78,2.54,0.22
6,12.63,2.67,0.21
6,15.22,2.6,0.17
6,11.46,2.63,0.23
6,12.67,2.71,0.21
6,14.57,2.64,0.18
6,11.29,2.55,0.23
6,11.04,2.62,0.24
6,14.38,2.61,0.18
6,12.98,2.58,0.2
6,13.12,2.63,0.2
6,12.63,2.63,0.21
6,12.89,2.64,0.21
6,12.83,2.61,0.2
6,12.62,2.66,0.21
6,14.27,2.68,0.19
6,13.46,2.69,0.2
6,13.78,2.67,0.19
6,13.98,2.67,0.19
6,14.48,2.66,0.18
6,9.69,2.6,0.27
6,13.63,2.67,0.2
6,14.45,2.62,0.18
6,11.46,2.59,0.23
6,12.31,2.55,0.21
6,14.58,2.63,0.18
6,12.4,2.64,0.21
6,13.69,2.61,0.19
6,11.06,2.58,0.23
6,11.9,2.61,0.22
6,14.03,2.62,0.19
6,11.32,2.58,0.23
6,13.93,2.67,0.19
6,12.02,2.62,0.22
6,12.41,2.59,0.21
6,12.74,2.61,0.2
6,13.79,2.66,0.19
6,13.27,2.58,0.19
6,14.13,2.61,0.18
6,11.8,2.58,0.22
6,12.06,2.54,0.21
6,11.27,2.6,0.23
6,13.84,2.69,0.19
6,13.22,2.62,0.2
6,12.72,2.54,0.2
6,12.77,2.63,0.21
6,14.01,2.66,0.19
6,13.34,2.68,0.2
6,12.78,2.62,0.21
6,14.2,2.64,0.19
6,14.28,2.72,0.19
6,15.33,2.68,0.17
6,14.13,2.62,0.19
6,13.44,2.61,0.19
6,14.06,2.68,0.19
6,14.12,2.62,0.19
6,13.94,2.52,0.18
6,14.44,2.61,0.18
6,11.16,2.61,0.23
6,14.85,2.76,0.19
6,13.4,2.71,0.2
6,11.91,2.75,0.23
6,12.31,2.63,0.21
6,11.44,2.63,0.23
6,9.75,2.57,0.26
6,15.26,2.74,0.18
6,12.8,2.59,0.2
6,11.29,2.58,0.23
6,12.85,2.61,0.2
6,11.91,2.61,0.22
6,13.55,2.61,0.19
6,13.59,2.57,0.19
6,10.44,2.56,0.25
6,11.02,2.54,0.23
6,13.2,2.66,0.2
6,13.58,2.64,0.19
6,14.61,2.59,0.18
6,13.46,2.67,0.2
6,13.92,2.64,0.19
6,12.48,2.62,0.21
6,14.11,2.64,0.19
6,12.34,2.65,0.21
6,11.21,2.63,0.23
6,12.1,2.57,0.21
6,12.4,2.69,0.22
6,12.35,2.59,0.21
6,12.16,2.56,0.21
6,11.76,2.61,0.22
6,13.91,2.72,0.2
6,13.06,2.67,0.2
6,14.81,2.67,0.18
6,13.94,2.62,0.19
6,13.32,2.57,0.19
6,10.33,2.55,0.25
6,13.96,2.67,0.19
6,12.49,2.66,0.21
6,13.37,2.66,0.2
6,12.37,2.65,0.21
6,10.46,2.59,0.25
6,11.52,2.65,0.23
6,11.99,2.67,0.22
6,14.06,2.62,0.19
6,11.47,2.59,0.23
6,14.2,2.71,0.19
6,12.98,2.62,0.2
6,13.36,2.63,0.2
6,14.34,2.68,0.19
6,11.77,2.66,0.23
6,13.29,2.61,0.2
6,14.76,2.67,0.18
6,10.86,2.63,0.24
6,13.54,2.6,0.19
6,11.68,2.62,0.22
6,14.54,2.65,0.18
6,13.59,2.59,0.19
6,10.48,2.6,0.25
6,14.2,2.68,0.19
6,11.26,2.58,0.23
6,12.03,2.6,0.22
6,12.93,2.64,0.2
6,10.53,2.58,0.25
6,14.25,2.68,0.19
6,12.37,2.64,0.21
6,12.09,2.61,0.22
6,13.17,2.61,0.2
6,13.77,2.67,0.19
6,12.15,2.57,0.21
6,13.35,2.62,0.2
6,14.96,2.65,0.18
6,11.92,2.64,0.22
6,12.92,2.59,0.2
6,10.6,2.55,0.24
6,13.48,2.69,0.2
6,14.41,2.61,0.18
6,14.7,2.61,0.18
6,10.92,2.6,0.24
6,12.87,2.67,0.21
6,9.77,2.6,0.27
6,13.33,2.66,0.2
6,12.93,2.64,0.2
6,12.9,2.63,0.2
6,12.45,2.64,0.21
6,13.54,2.69,0.2
6,14.39,2.7,0.19
6,14.22,2.65,0.19
6,14.92,2.7,0.18
6,11.03,2.58,0.23
6,13.89,2.71,0.2
6,12.0,2.58,0.22
6,14.68,2.72,0.19
6,13.87,2.69,0.19
6,13.98,2.64,0.19
6,10.83,2.54,0.23
6,13.76,2.61,0.19
6,12.86,2.68,0.21
6,12.81,2.58,0.2
6,13.34,2.6,0.19
6,13.24,2.61,0.2
6,13.21,2.6,0.2
6,14.82,2.62,0.18
6,13.23,2.69,0.2
6,12.19,2.62,0.21
6,12.53,2.61,0.21
6,13.77,2.6,0.19
6,12.67,2.65,0.21
6,10.21,2.58,0.25
6,11.82,2.62,0.22
6,14.48,2.57,0.18
6,12.48,2.61,0.21
6,14.15,2.69,0.19
6,14.4,2.71,0.19
6,12.75,2.62,0.21
6,11.3,2.59,0.23
6,10.66,2.66,0.25
6,13.45,2.68,0.2
6,13.49,2.67,0.2
6,14.96,2.65,0.18
6,12.69,2.6,0.2
6,14.62,2.64,0.18
6,14.5,2.7,0.19
6,12.35,2.69,0.22
6,15.24,2.61,0.17
6,11.81,2.63,0.22
6,10.77,2.59,0.24
6,11.4,2.63,0.23
6,14.54,2.68,0.18
6,13.28,2.64,0.2
6,13.54,2.68,0.2
6,13.77,2.64,0.19
6,12.55,2.67,0.21
6,15.03,2.74,0.18
6,12.98,2.6,0.2
6,13.07,2.59,0.2
6,12.73,2.64,0.21
6,13.76,2.69,0.2
6,12.78,2.62,0.21
6,14.11,2.65,0.19
6,14.76,2.64,0.18
6,13.37,2.69,0.2
6,11.81,2.66,0.22
6,13.22,2.64,0.2
6,11.85,2.6,0.22
6,11.56,2.54,0.22
6,12.76,2.63,0.21
6,10.86,2.64,0.24
6,13.07,2.6,0.2
6,12.53,2.64,0.21
6,14.03,2.64,0.19
6,12.4,2.66,0.21
6,13.07,2.65,0.2
6,13.98,2.7,0.19
6,12.76,2.6,0.2
6,12.68,2.61,0.21
6,12.91,2.67,0.21
6,14.68,2.66,0.18
6,15.01,2.61,0.17
6,14.59,2.7,0.19
6,10.82,2.63,0.24
6,12.85,2.61,0.2
